,Sarima,LM,JF,TBATS
5,0.5092383318298118,0.14124275083387386,0.14342083275615694,0.1737223041654828
6,0.4964259157504117,0.11050709938152872,0.10955510264612696,0.10965169445880668
7,0.4236592856054179,0.1113168330772075,0.1154284619034285,0.10424780590313074
8,0.14431587229411535,0.10646805112390202,0.11725976883364744,0.1119680281764198
9,0.23886141293122354,0.13159461497164546,0.1348537182666227,0.13090807279236516
10,0.4899581619773424,0.14644128122085234,0.14317468908618014,0.17106616941885647
11,0.18457338284858832,0.11731252585102622,0.12141315610473807,0.11758752327807336
12,0.34821266474867746,0.12448034915017395,0.13610666592817594,0.1266276451348934
13,0.5211163241602987,0.1580863579284799,0.16077332326352906,0.14889855053779058
14,0.5916390710497174,0.10549085935341157,0.11631845563858835,0.16016646624645814
15,0.2037813159317736,0.15390435174794564,0.15702151252275814,0.16077700756931254
16,0.3285068500084519,0.16001447672038002,0.155401039314453,0.16396386039927502
17,0.22299072665977215,0.11706824541942858,0.12702364533381774,0.1144653359751774
18,0.4255157040851036,0.11865499275302373,0.12320467378137676,0.11552513461536112
19,0.143339408800612,0.11980011011743,0.12571914255487865,0.10903290750121557
20,0.16256632735702764,0.10202877611254126,0.0983794448636887,0.10401106037677764
21,0.15813100131046667,0.08848308888233485,0.09964600337281804,0.09159008675265372
22,0.15124652351911727,0.13827440048849834,0.13143015457328944,0.13885243541284611
23,0.15838073717195306,0.13227164988665244,0.1356070483407118,0.14735624986216114
24,0.4403609971310769,0.24182608781071674,0.2353874478821288,0.1638666619910614
25,0.411913582937986,0.14093132759929358,0.14221874408225155,0.19413587970776808
26,0.3654054066912921,0.17801808481475814,0.16355089189433675,0.15342449349422685
27,0.3654823606551323,0.17812183920098335,0.16971982989337175,0.17482980071750095
28,0.4738748266321425,0.14247697900586415,0.14225815318974894,0.33843906102209803
29,0.3207878520481733,0.14338331401040258,0.13360129409394256,0.13748101868392265
30,0.3124803073307375,0.14032690736801293,0.13876366784168453,0.12311627562462335
31,0.1850101930752064,0.1429983081625563,0.1390868584104646,0.18188124730721528
32,0.41214490732389664,0.16627014255479314,0.17225281563588796,0.15153301043961656
33,0.1854512795765304,0.15147533612834735,0.15433061721045133,0.11931982796421807
34,0.3050038842010464,0.16691943255535002,0.15007862618446782,0.17908546248214965
35,0.4333816043764984,0.13081371922558505,0.12727091697951207,0.1564703600971199
36,0.8314834108543258,0.15188495663401752,0.14571985220085346,0.16759316587958958
37,0.19938602031334526,0.12247535697334445,0.13301714620747787,0.2057497485819349
38,0.5914357299681307,0.14514969995291752,0.14177549974222145,0.2219171749289444
39,0.28826190349728137,0.1094854333325114,0.11183495349709552,0.10486989988925532
40,0.16508094533433024,0.11270286977086386,0.11656357443055873,0.14761171277491952
41,0.26845501411546474,0.132105170345045,0.13519389007441876,0.12743571394614012
42,0.3983834840698381,0.16301797147108912,0.1615627304297593,0.14152791516288102
43,0.241374728285438,0.13957746684077596,0.1340043088964596,0.16373817928871112
44,0.24227057849581954,0.09394917781491094,0.10356751483556338,0.09799322265271804
45,0.27385234262167113,0.12252619823945028,0.12002723630275212,0.12529242628322582
46,0.20613432208100926,0.17468899062884907,0.18032421042928365,0.17603670460969797
47,0.191403733029862,0.2184938527456586,0.21742985808291995,0.17251883217351466
48,0.2259007859836115,0.16060694284470628,0.15320333744493628,0.14897881790757908
49,0.4740626495729139,0.13042466912571216,0.13550409138036953,0.13754376561102016
50,0.4846926210857605,0.1862454403477478,0.18686650818507988,0.16589984469665278
51,0.27105921544650274,0.2353637650781367,0.2396500494217708,0.3702411415752477
52,0.20849724333552566,0.1690487246726496,0.16915052738579608,0.17744673875417258
