,Sarima,LM,JF,TBATS
5,0.20776601371128844,0.21164289108527096,0.2140957402855008,0.16744588083290815
6,0.07042117126106996,0.16823849032005714,0.1730542935241708,0.11619371089459404
7,0.07962608416022751,0.12684760936842748,0.12621235799845906,0.11716689351845927
8,0.07140055516595156,0.09665103855933,0.08888250830144953,0.10405064246181707
9,0.1203002405660194,0.042033151687747315,0.03179744308571806,0.15223251388850642
10,0.12336853645907993,0.035158772760187015,0.02861393325315938,0.04066917303764895
11,0.08816863819659503,0.03613846621650586,0.02828978363752738,0.0365842586953695
12,0.050454286962332624,0.049278781820822175,0.05150049286436977,0.059130255805883714
13,0.07847535874117934,0.03142983206335087,0.025460855245924903,0.03984137071229925
14,0.09636981158975888,0.04154586929556644,0.037476153913476265,0.039251085356669616
15,0.11255346357657202,0.03719775882075668,0.028577547502894932,0.03497081973692122
16,0.10907826118816258,0.04610608984895651,0.040947020263868636,0.1110748164949633
17,0.13983408539695058,0.039123176195165164,0.032245310731290666,0.04212289042306135
18,0.1222288851491741,0.05668909857935419,0.05323622871575953,0.07248556104614305
19,0.2923257513286697,0.24355608334231746,0.2422991486724798,0.2308676066929756
20,0.7425234725356765,0.16600084556107206,0.16067474760895473,0.24472112238918095
21,0.3560930703410355,0.1878057719915894,0.1804781532157068,0.17440930742554894
22,0.2570219381869509,0.1489796942586988,0.1639584421640481,0.19395842960521348
23,0.5340590758282925,0.1732341255867071,0.17976695553396832,0.18556604376040547
24,0.1037333902110694,0.14832786958598054,0.15508653994193114,0.08839938940387841
25,0.09710127998574154,0.10725214329654076,0.11252516999102352,0.10414917740385876
26,0.38774210302325535,0.18990666600354109,0.19190448359557288,0.26463743209199725
27,0.5427004240034663,0.24508093654553084,0.2441778481867429,0.199040573661747
28,0.5638297394144649,0.17468495497900932,0.17524396602310136,0.16391477467193938
29,0.2664288750592068,0.14524953894553388,0.13515867993763167,0.16490586148585998
30,0.3921331932791946,0.1356684236945522,0.13466602588174273,0.28847969339774404
31,0.4556334739784886,0.14703030960195795,0.14347260833451156,0.16362961334696682
32,0.3026321033849523,0.18379160893159616,0.18424567417318616,0.15161228752014758
33,0.1414853809694601,0.15996382369168913,0.16030694143944135,0.16349933595419727
34,0.2137955157570514,0.13375211311910035,0.12655140909788054,0.19494009281450592
35,0.2597334111284027,0.14182728245230874,0.12111127287654636,0.143631243571216
36,0.2549073237510307,0.17812161129860235,0.16415684292002822,0.18101156683883815
37,0.199574637045102,0.21134301548088125,0.2151164493667151,0.19291877177040748
38,0.26288109580690977,0.15756635283197315,0.1463559108896836,0.11759865144313128
39,0.4655355166804985,0.1284060491837091,0.1303547811520954,0.21325807590420834
40,0.6904033549519898,0.1180981761861144,0.10854614382353167,0.11013784187295804
41,0.3956497981310773,0.16608266986646045,0.1636470771910231,0.1579466029511144
42,0.407916657573373,0.10939821828808932,0.10182992330597793,0.10150114238294546
43,0.3078440073353001,0.10479937585328976,0.08784284442932623,0.09184866675341023
44,0.289080860793739,0.09100526427599884,0.06515251725602195,0.08528862948887599
45,0.517484794088753,0.12107924651444098,0.10348372623521353,0.1158564286576084
46,0.8630527587478763,0.09209715967941766,0.06916666687813314,0.07747345360924268
47,0.3294288066893024,0.17799355649112225,0.1735260783714641,0.1752693825094195
48,0.33019561992521684,0.09164891950874668,0.059087558149864786,0.09220446517066436
49,0.592797583760759,0.10760572353855337,0.08031352279521649,0.08994778318484449
50,0.18040733614911056,0.08916919083730511,0.07610219905851205,0.08765509208894155
51,0.4106651769785634,0.13283352325763,0.11795688008504945,0.1339077331730813
52,0.3768510588886225,0.09737819772352216,0.08128045251124995,0.07610540708967699
