,Sarima,LM,JF,TBATS
5,0.026918928671984185,0.06685845062284722,0.07033200983438408,0.03680947903227673
6,0.025784071599703057,0.02141569659614,0.018575575242528404,0.020707659377382
7,0.02699353183090312,0.02212359194135707,0.020865624256438804,0.020886914413061508
8,0.02878445967840444,0.01912272488440024,0.018379043953499225,0.020250599884423768
9,0.019320257563048063,0.017946787372566896,0.018953067826505108,0.0174706722693449
10,0.02527024359353697,0.022550130445181258,0.0193322074726196,0.025952136259103614
11,0.04622486841901868,0.0380517304614592,0.03832357627884925,0.06115384086380389
12,0.18685666159719186,0.1573719771159606,0.15535514853247906,0.13105054778280545
13,0.05007802595868306,0.07679470350466905,0.07937196063273194,0.05646324764627907
14,0.03797069527143337,0.058287975210084435,0.06420609691401058,0.0510713486611927
15,0.07499080222115298,0.031122679839471864,0.03577840764490795,0.022110504558589157
16,0.0231766121082048,0.03864063829316867,0.0327504917841136,0.022221295668028995
17,0.026218634517909286,0.03412814683743184,0.034004307333121216,0.041461020887445695
18,0.2619616665026059,0.21883828829478064,0.22010800912339112,0.2315103476208126
19,0.596136639964438,0.4326716995869603,0.433497196894015,0.0908909141153199
20,0.1779926285537307,0.2590623061754537,0.2600883852242241,0.14938911856317907
21,0.14884905236685084,0.1933249203276032,0.19364491146190194,0.1368845209809554
22,0.2126781793395112,0.14766396838517262,0.15108626158304242,0.13443091086366946
23,0.16487083174075054,0.1280880772958937,0.13530715078894007,0.1260969610537195
24,0.16185613709955582,0.11968621571183585,0.13283265091116594,0.12836147337427342
25,0.1336509533128223,0.1258733813927599,0.12842134670783195,0.13396441651823482
26,0.13105900416918065,0.12291056061809988,0.12842796475668172,0.1278280369304369
27,0.15741536024802028,0.13742627891112524,0.1432866299176522,0.14431066470119175
28,0.2726023999219009,0.13217148335066722,0.13987714875916074,0.11989577836941588
29,0.1335069742612467,0.12076927010313755,0.12222799657478738,0.13318850718454772
30,0.15103089061266975,0.12166989479860515,0.126522960007232,0.13488995053534314
31,0.16127114220571953,0.15909239152595686,0.17194607713036053,0.12918103404913542
32,0.12816339352060685,0.1743101429593648,0.18128405894362928,0.0648494745818404
33,0.3153557759980852,0.27306018514948593,0.2772626884240395,0.3621968508923243
34,0.2178789010196321,0.3487157490942497,0.35100483651445963,0.13138301879678674
35,0.03224289564877023,0.2615122906199937,0.26636785361684245,0.10672719215221067
36,0.06055249876242805,0.1806162827760137,0.1818066917158632,0.04342953384647682
37,0.04569372235335093,0.07280013312886957,0.08306533318148769,0.059226183527131986
38,0.019811145984663853,0.023663661974572796,0.024740585725581857,0.019752652152060755
39,0.022197353747967326,0.01983139192916314,0.02269691972393705,0.02127229865533294
40,0.04603749437160714,0.044519484693481916,0.046724383289241514,0.044875303568927286
41,0.16316624604241414,0.17047178146991826,0.17115596004980274,0.13875408057384658
42,0.1636474048469738,0.0520707214684482,0.05463172367596605,0.05874302731827589
43,0.024733073866370317,0.0523217091474913,0.051935201597510416,0.03393210144380727
44,0.02071388045570961,0.04811095018381184,0.04990695053822787,0.031887679920616065
45,0.025377471126121768,0.05151019079770206,0.04989271852148902,0.04797959457974864
46,0.02006024535060353,0.01778194862480471,0.016717238745264228,0.017051595524099968
47,0.12404826695342627,0.11883940993906035,0.1190011633909336,0.12106815917339442
48,0.2161762766883392,0.035811729190450316,0.03849755294912892,0.04644335880150479
49,0.025900269979605327,0.03641236022574208,0.04064848531597769,0.030724914199347163
50,0.10972596018658806,0.09988239487264156,0.101782585878956,0.10093198573614176
51,0.16999851164916402,0.2868334257851063,0.28729936491140906,0.20038171045735806
52,0.3864474309720024,0.3033560275187753,0.3073729385595913,0.15230069139914795
