,Sarima,LM,JF,Real,TBATS
2018-01-29 00:00:00,0.17394141807366076,0.2490234375,0.1823215567939546,0.1823215567939546,0.1819858436155702
2018-01-29 01:00:00,0.17394460691768074,0.24951171875,0.1823215567939546,0.1823215567939546,0.2071813351211104
2018-01-29 02:00:00,0.1739445771115012,0.25,0.1823215567939546,0.1823215567939546,0.231637288801407
2018-01-29 03:00:00,0.17394457739010005,0.23876953125,0.1823215567939546,0.1823215567939546,0.24169397767313264
2018-01-29 04:00:00,0.2937664599446346,0.28857421875,0.1823215567939546,0.5316163934350644,0.3157072617796607
2018-01-29 05:00:00,0.5427345221297919,0.51318359375,0.4565373622437045,0.5365425117711203,0.5583835844315088
2018-01-29 06:00:00,0.5826537849699487,0.55908203125,0.5529717000007468,0.5535953001538397,0.6234644575113935
2018-01-29 07:00:00,0.623435524043141,0.58447265625,0.6097868395310194,0.5703621600109067,0.6649093448970933
2018-01-29 08:00:00,0.684770201153511,0.6025390625,0.6085510817503212,0.6931471805599453,0.6964845361381955
2018-01-29 09:00:00,0.6847702011535108,0.64013671875,0.656441020626149,0.6931471805599453,0.7451579592529778
2018-01-29 10:00:00,0.6847702011535108,0.623046875,0.6546095106031308,0.6931471805599453,0.7356114009954016
2018-01-29 11:00:00,0.6847702011535108,0.62646484375,0.6558320069266788,0.6931471805599453,0.7444769387829088
2018-01-29 12:00:00,0.6847702011535108,0.61962890625,0.6558320069266788,0.6931471805599453,0.7401190744552911
2018-01-29 13:00:00,0.6847702011535108,0.61865234375,0.6558320069266788,0.6931471805599453,0.7396100402571648
2018-01-29 14:00:00,0.6847702011535108,0.61669921875,0.6558320069266788,0.6931471805599453,0.7352664001720021
2018-01-29 15:00:00,0.6847702011535108,0.61767578125,0.6558320069266788,0.6931471805599453,0.7312267590813588
2018-01-29 16:00:00,0.6847702011535108,0.63037109375,0.6558320069266788,0.6931471805599453,0.7377879313917965
2018-01-29 17:00:00,0.6847702011535108,0.64208984375,0.6570485543394721,0.6931471805599453,0.7417308080759194
2018-01-29 18:00:00,0.6123460447654276,0.63232421875,0.6576546152423486,0.6931471805599453,0.7247324397813463
2018-01-29 19:00:00,0.6083567681237046,0.61767578125,0.6085470629207651,0.6931471805599453,0.7006392006520133
2018-01-29 20:00:00,0.5776792380727227,0.61181640625,0.6310328592401959,0.6931471805599453,0.6870054422725891
2018-01-29 21:00:00,0.5456668951353905,0.5830078125,0.610341112404359,0.6931471805599453,0.6509583847319931
2018-01-29 22:00:00,0.1739445773875202,0.490234375,0.5565719618871825,0.579818495252942,0.5524805020126441
2018-01-29 23:00:00,0.17394457738752014,0.25048828125,0.1823215567939546,0.5868525219103221,0.3080033711851237
2018-01-30 00:00:00,0.17149044826716614,0.2529296875,0.1823215567939546,0.5774627815604829,0.3115285718017801
2018-01-30 01:00:00,0.1714917935220284,0.25341796875,0.1823215567939546,0.5845133395571498,0.3104949019734444
2018-01-30 02:00:00,0.1714917809479082,0.25390625,0.1823215567939546,0.572734640364537,0.3116122335097014
2018-01-30 03:00:00,0.17149178106543872,0.24267578125,0.1823215567939546,0.5560078465592236,0.3012441291592732
2018-01-30 04:00:00,0.30842533228622226,0.29248046875,0.1823215567939546,0.5679840376059393,0.3577748760040985
2018-01-30 05:00:00,0.5392744810299742,0.51708984375,0.5426595352883483,0.565600246250663,0.5859185188441913
2018-01-30 06:00:00,0.5796160995058816,0.56298828125,0.5487453115737592,0.5774627815604829,0.6393830310813823
2018-01-30 07:00:00,0.62956406151927,0.58837890625,0.5797810775369017,0.6931471805599453,0.6720387857784423
2018-01-30 08:00:00,0.6823174048303412,0.6064453125,0.5833410060775227,0.6931471805599453,0.6974989812780485
2018-01-30 09:00:00,0.6823174048303411,0.64404296875,0.6659887203092465,0.6931471805599453,0.7425118235953184
2018-01-30 10:00:00,0.6823174048303411,0.626953125,0.6677390191739924,0.6931471805599453,0.7314755741095287
2018-01-30 11:00:00,0.6823174048303411,0.63037109375,0.6671569467340945,0.6931471805599453,0.7406827023504955
2018-01-30 12:00:00,0.6823174048303411,0.62353515625,0.6665735158975395,0.6931471805599453,0.7381138856212429
2018-01-30 13:00:00,0.6823174048303411,0.62255859375,0.6665735158975395,0.6931471805599453,0.7404284244120073
2018-01-30 14:00:00,0.6823174048303411,0.62060546875,0.6671569467340945,0.6931471805599453,0.7395181818999654
2018-01-30 15:00:00,0.6823174048303411,0.62158203125,0.6659887203092465,0.6931471805599453,0.7391037777194732
2018-01-30 16:00:00,0.6823174048303411,0.63427734375,0.6654025535694329,0.6931471805599453,0.7490892876550534
2018-01-30 17:00:00,0.6823174048303411,0.64599609375,0.6624509254226857,0.6931471805599453,0.7559056214288775
2018-01-30 18:00:00,0.6136925449850993,0.63623046875,0.6588623470597649,0.6931471805599453,0.7409381120990397
2018-01-30 19:00:00,0.6088328427593173,0.62158203125,0.656441020626149,0.6931471805599453,0.7178123255985251
2018-01-30 20:00:00,0.5726357455620151,0.61572265625,0.656441020626149,0.6931471805599453,0.7039418107833321
2018-01-30 21:00:00,0.5444711500834138,0.5869140625,0.5813779771763599,0.6931471805599453,0.6663980457748377
2018-01-30 22:00:00,0.17149178106435053,0.494140625,0.5601764803637735,0.5703621600109067,0.5651935653791584
2018-01-30 23:00:00,0.1714917810643505,0.25439453125,0.1823215567939546,0.579818495252942,0.3168721955731924
2018-01-31 00:00:00,0.16966275428854638,0.2529296875,0.1823215567939546,0.5821686725978956,0.31562216578051505
2018-01-31 01:00:00,0.16966439306635886,0.25341796875,0.1823215567939546,0.5845133395571498,0.30913176531236514
